Total SNAP,Life Expectancy,County,Percent Smokers,State,Percent Obese,Unemployment_rate_2010,min_wage
1206,77.42,Marshall County,29.6,West Virginia,31.7,9.7,7.25
11113,75.44,Mason County,33.4,West Virginia,37.4,11.5,7.25
556468,74.34,Mercer County,29.7,West Virginia,33.9,8.5,7.25
1609,77.06,Mineral County,27.7,West Virginia,34.2,9.3,7.25
10,71.75,Mingo County,32.5,West Virginia,34.9,9.8,7.25
5217,78.97,Monongalia County,21.1,West Virginia,28.2,5.6,7.25
33251,77.1,Monroe County,27.8,West Virginia,31.1,8.0,7.25
57974,77.14,Morgan County,29.5,West Virginia,32.3,9.1,7.25
39749,75.44,Nicholas County,29.2,West Virginia,33.6,10.0,7.25
1899,77.49,Ohio County,27.9,West Virginia,27.3,7.9,7.25
277,79.21,Pendleton County,26.9,West Virginia,34.8,8.6,7.25
5837,76.5,Pleasants County,31.0,West Virginia,31,10.6,7.25
12147,76.6,Pocahontas County,27.1,West Virginia,30.6,11.5,7.25
5062,77.18,Preston County,28.1,West Virginia,35.5,8.4,7.25
9546,77.51,Putnam County,24.1,West Virginia,29.4,7.6,7.25
13122,74.99,Raleigh County,29.7,West Virginia,33.4,8.1,7.25
3415,77.02,Randolph County,27.5,West Virginia,32.6,10.5,7.25
243208,76.24,Ritchie County,31.0,West Virginia,32.6,9.7,7.25
5622,75.55,Roane County,33.4,West Virginia,36.4,13.6,7.25
11990,76.08,Summers County,27.7,West Virginia,35.7,9.5,7.25
3096,76.91,Taylor County,26.2,West Virginia,32.8,7.7,7.25
5430,77.41,Tucker County,26.1,West Virginia,30.1,11.0,7.25
2138,76.58,Tyler County,29.7,West Virginia,34,11.4,7.25
1338,77.0,Upshur County,26.7,West Virginia,31.5,9.3,7.25
221,76.13,Wayne County,32.0,West Virginia,35.5,8.5,7.25
3371,75.48,Webster County,31.0,West Virginia,35.6,10.1,7.25
61097,76.48,Wetzel County,29.7,West Virginia,35.4,11.7,7.25
913,76.72,Wirt County,30.2,West Virginia,38.4,12.5,7.25
5584,76.85,Wood County,30.4,West Virginia,31.7,8.9,7.25
17833,72.94,Wyoming County,31.5,West Virginia,37,10.4,7.25
565,78.06,Adams County,27.2,Wisconsin,30.2,12.4,7.25
8684,77.68,Ashland County,23.8,Wisconsin,30.5,11.1,7.25
14526,79.53,Barron County,23.9,Wisconsin,32.8,9.3,7.25
544,79.67,Bayfield County,22.9,Wisconsin,28.9,11.1,7.25
394,80.52,Brown County,20.3,Wisconsin,29.3,7.9,7.25
945,80.1,Buffalo County,21.1,Wisconsin,33.4,7.8,7.25
3384,79.1,Burnett County,24.8,Wisconsin,30.5,11.1,7.25
1040,81.1,Calumet County,18.3,Wisconsin,31,6.9,7.25
1892,80.14,Chippewa County,22.4,Wisconsin,29.7,8.4,7.25
5216,79.86,Clark County,23.4,Wisconsin,29.4,10.3,7.25
7575,79.29,Columbia County,23.3,Wisconsin,33.3,8.5,7.25
1759,79.55,Crawford County,24.1,Wisconsin,29.1,10.5,7.25
57176,81.16,Dane County,16.3,Wisconsin,24.8,5.9,7.25
6901,79.22,Dodge County,23.2,Wisconsin,33.5,9.0,7.25
696,80.76,Door County,19.6,Wisconsin,30.9,11.3,7.25
6860,78.22,Douglas County,25.5,Wisconsin,29.7,8.3,7.25
799,80.95,Dunn County,20.5,Wisconsin,28.7,7.9,7.25
6863,80.65,Eau Claire County,19.0,Wisconsin,28.8,7.0,7.25
6172,79.23,Florence County,24.3,Wisconsin,30.4,10.4,7.25
606,78.14,Forest County,27.3,Wisconsin,30,11.7,7.25
369377,79.67,Grant County,20.7,Wisconsin,26.6,7.6,7.25
8288,80.26,Green County,21.3,Wisconsin,28.3,8.0,7.25
6665,79.41,Green Lake County,25.3,Wisconsin,29.6,9.3,7.25
7978,79.86,Iowa County,20.6,Wisconsin,28.2,8.2,7.25
4812,79.01,Iron County,23.3,Wisconsin,29.3,11.4,7.25
459,78.61,Jackson County,25.5,Wisconsin,31.4,8.7,7.25
2120,80.2,Jefferson County,22.3,Wisconsin,32.7,8.7,7.25
303,78.14,Juneau County,26.6,Wisconsin,29.5,10.0,7.25
64642,78.37,Kenosha County,24.1,Wisconsin,31.3,10.3,7.25
4889,81.25,Kewaunee County,21.9,Wisconsin,31.5,8.2,7.25
8665,80.19,La Crosse County,20.6,Wisconsin,24.1,6.6,7.25
3704,80.39,Lafayette County,20.1,Wisconsin,30.3,7.2,7.25
71783,79.49,Langlade County,25.6,Wisconsin,29.4,11.0,7.25
1716,79.32,Lincoln County,23.7,Wisconsin,29.1,11.3,7.25
3687,80.09,Manitowoc County,21.3,Wisconsin,31.9,9.9,7.25
24,80.7,Marathon County,21.5,Wisconsin,28.4,9.3,7.25
1575,78.83,Marinette County,26.2,Wisconsin,29.6,11.1,7.25
7897,78.83,Marquette County,26.8,Wisconsin,29.5,10.9,7.25
5918,72.22,Menominee County,35.7,Wisconsin,40.3,17.5,7.25
32079,77.34,Milwaukee County,25.2,Wisconsin,31.3,10.0,7.25
39488,78.42,Monroe County,25.3,Wisconsin,28.9,8.0,7.25
8335,79.42,Oconto County,23.5,Wisconsin,29.4,10.7,7.25
15025,79.3,Oneida County,22.8,Wisconsin,27.4,10.2,7.25
1529,80.66,Outagamie County,20.6,Wisconsin,30.6,8.1,7.25
2211,81.64,Ozaukee County,16.5,Wisconsin,25.8,7.1,7.25
1129,80.73,Pepin County,21.4,Wisconsin,27.9,7.4,7.25
1424,81.08,Pierce County,20.4,Wisconsin,28.1,7.0,7.25
14454,79.76,Polk County,22.8,Wisconsin,32,10.0,7.25
1056712,80.84,Portage County,20.3,Wisconsin,28.8,8.0,7.25
22749,79.17,Price County,22.5,Wisconsin,28.6,10.9,7.25
361,78.95,Racine County,23.5,Wisconsin,30.8,10.2,7.25
30769,80.48,Richland County,24.0,Wisconsin,31.6,9.0,7.25
397,78.72,Rock County,24.2,Wisconsin,30.4,11.3,7.25
24815,78.96,Rusk County,24.0,Wisconsin,30.1,12.3,7.25
9340,79.62,Sauk County,23.2,Wisconsin,28.8,8.4,7.25
11160,77.9,Sawyer County,25.7,Wisconsin,26.7,11.3,7.25
8972,79.32,Shawano County,25.2,Wisconsin,31.4,10.2,7.25
8640,80.03,Sheboygan County,20.6,Wisconsin,26.7,9.3,7.25
1313,81.16,Taylor County,22.3,Wisconsin,29.2,10.3,7.25
23514,79.91,Trempealeau County,21.6,Wisconsin,33.1,7.6,7.25
5107,79.9,Vernon County,23.8,Wisconsin,28.2,7.9,7.25
170,79.47,Vilas County,24.8,Wisconsin,28,11.3,7.25
970,79.6,Walworth County,22.4,Wisconsin,26,9.0,7.25
14380,78.32,Washburn County,23.8,Wisconsin,30.6,9.7,7.25
238,80.97,Washington County,19.9,Wisconsin,27.3,8.1,7.25
3392,81.31,Waukesha County,17.6,Wisconsin,24.9,7.3,7.25
19911,77.88,Waupaca County,24.9,Wisconsin,30.2,9.4,7.25
1210,79.12,Waushara County,26.7,Wisconsin,29.6,10.8,7.25
5707,79.99,Winnebago County,23.7,Wisconsin,29.7,7.8,7.25
27175,80.46,Wood County,24.4,Wisconsin,27.5,9.3,7.25
3713,80.31,Albany County,15.9,Wyoming,21.8,4.5,5.15
115,77.78,Big Horn County,22.1,Wyoming,27.3,6.7,5.15
71,77.41,Campbell County,24.3,Wyoming,32.7,6.0,5.15
11542,77.34,Carbon County,24.6,Wyoming,27.5,6.7,5.15
971,78.68,Converse County,23.9,Wyoming,29.7,5.5,5.15
8,79.76,Crook County,22.6,Wyoming,24,5.0,5.15
1156,75.74,Fremont County,26.1,Wyoming,25.6,6.9,5.15
13804,79.64,Goshen County,22.8,Wyoming,26.5,4.9,5.15
1357,77.24,Hot Springs County,24.8,Wyoming,25.1,5.2,5.15
19021,79.35,Johnson County,19.7,Wyoming,24,6.8,5.15
5602,78.51,Laramie County,23.4,Wyoming,25.8,6.7,5.15
5539,79.83,Lincoln County,18.1,Wyoming,23,8.4,5.15
3310,77.75,Natrona County,26.4,Wyoming,27.2,7.0,5.15
3972,78.63,Niobrara County,23.3,Wyoming,23.8,4.6,5.15
4211,79.99,Park County,19.3,Wyoming,21.2,6.1,5.15
26545,78.67,Platte County,23.4,Wyoming,25.7,5.5,5.15
7528,78.36,Sheridan County,21.9,Wyoming,25.5,7.3,5.15
531,80.29,Sublette County,17.9,Wyoming,23.1,5.9,5.15
2909,77.93,Sweetwater County,25.6,Wyoming,27.4,6.6,5.15
4267,82.95,Teton County,12.7,Wyoming,13.1,7.7,5.15
3,77.51,Uinta County,22.7,Wyoming,29.8,7.0,5.15
82400,78.77,Washakie County,22.6,Wyoming,24.1,5.9,5.15
2182,78.64,Weston County,24.6,Wyoming,31.3,4.8,5.15
