State,County,Obesity,Min Wage,Life expectancy 2010,Percent Smokers,Jan & July Public Assist. Participation,Jan & July Non-Public Assist. Participation,Jan & July TOTAL Assist. Participation,Unemployment_rate_2010
Maryland,Montgomery County,18.4,7.25,75.93,22.7,16819,79080,95899,10.0
Mississippi,Montgomery County,36.3,7.25,75.93,22.7,16819,79080,95899,10.0
Missouri,Montgomery County,31.2,7.35,75.93,22.7,16819,79080,95899,10.0
New York,Montgomery County,26.9,7.25,75.93,22.7,16819,79080,95899,10.0
North Carolina,Montgomery County,31.3,7.25,75.93,22.7,16819,79080,95899,10.0
Ohio,Montgomery County,30.4,7.85,75.93,22.7,16819,79080,95899,10.0
Pennsylvania,Montgomery County,24,7.25,75.93,22.7,16819,79080,95899,10.0
Tennessee,Montgomery County,32.1,7.25,75.93,22.7,16819,79080,95899,10.0
Texas,Montgomery County,28.9,7.25,75.93,22.7,16819,79080,95899,10.0
Virginia,Montgomery County,27,7.25,75.93,22.7,16819,79080,95899,10.0
Alabama,Morgan County,28.5,7.25,75.92,27.4,3370,26663,30033,10.8
Colorado,Morgan County,28.8,7.78,75.92,27.4,3370,26663,30033,10.8
Georgia,Morgan County,31.5,7.25,75.92,27.4,3370,26663,30033,10.8
Illinois,Morgan County,29.9,7.25,75.92,27.4,3370,26663,30033,10.8
Indiana,Morgan County,33.2,7.25,75.92,27.4,3370,26663,30033,10.8
Kentucky,Morgan County,36.4,7.25,75.92,27.4,3370,26663,30033,10.8
Missouri,Morgan County,28.5,7.35,75.92,27.4,3370,26663,30033,10.8
Ohio,Morgan County,32.2,7.85,75.92,27.4,3370,26663,30033,10.8
Tennessee,Morgan County,31.5,7.25,75.92,27.4,3370,26663,30033,10.8
Utah,Morgan County,22.9,7.25,75.92,27.4,3370,26663,30033,10.8
West Virginia,Morgan County,32.3,7.25,75.92,27.4,3370,26663,30033,10.8
Alabama,Perry County,38.9,7.25,72.55,26.5,1850,7138,8988,16.8
Arkansas,Perry County,33.8,7.25,72.55,26.5,1850,7138,8988,16.8
Illinois,Perry County,28.4,7.25,72.55,26.5,1850,7138,8988,16.8
Indiana,Perry County,32.1,7.25,72.55,26.5,1850,7138,8988,16.8
Kentucky,Perry County,41,7.25,72.55,26.5,1850,7138,8988,16.8
Mississippi,Perry County,32.5,7.25,72.55,26.5,1850,7138,8988,16.8
Missouri,Perry County,32.7,7.35,72.55,26.5,1850,7138,8988,16.8
Ohio,Perry County,36.7,7.85,72.55,26.5,1850,7138,8988,16.8
Pennsylvania,Perry County,30.8,7.25,72.55,26.5,1850,7138,8988,16.8
Tennessee,Perry County,29.3,7.25,72.55,26.5,1850,7138,8988,16.8
Alabama,Pickens County,38.5,7.25,74.66,26.1,1721,6505,8226,13.1
Georgia,Pickens County,25.9,7.25,74.66,26.1,1721,6505,8226,13.1
South Carolina,Pickens County,28.5,7.25,74.66,26.1,1721,6505,8226,13.1
Alabama,Pike County,36,7.25,74.86,23.4,2596,11700,14296,9.4
Arkansas,Pike County,33.6,7.25,74.86,23.4,2596,11700,14296,9.4
Georgia,Pike County,31.3,7.25,74.86,23.4,2596,11700,14296,9.4
Illinois,Pike County,29,7.25,74.86,23.4,2596,11700,14296,9.4
Indiana,Pike County,31.5,7.25,74.86,23.4,2596,11700,14296,9.4
Kentucky,Pike County,36.6,7.25,74.86,23.4,2596,11700,14296,9.4
Mississippi,Pike County,37.8,7.25,74.86,23.4,2596,11700,14296,9.4
Missouri,Pike County,33.1,7.35,74.86,23.4,2596,11700,14296,9.4
Ohio,Pike County,32.1,7.85,74.86,23.4,2596,11700,14296,9.4
Pennsylvania,Pike County,31.2,7.25,74.86,23.4,2596,11700,14296,9.4
Alabama,Randolph County,34.2,7.25,74.78,30.4,1645,9790,11435,13.4
Arkansas,Randolph County,34.2,7.25,74.78,30.4,1645,9790,11435,13.4
Georgia,Randolph County,36.5,7.25,74.78,30.4,1645,9790,11435,13.4
Illinois,Randolph County,31.1,7.25,74.78,30.4,1645,9790,11435,13.4
Indiana,Randolph County,34.8,7.25,74.78,30.4,1645,9790,11435,13.4
Missouri,Randolph County,34.3,7.35,74.78,30.4,1645,9790,11435,13.4
North Carolina,Randolph County,28.7,7.25,74.78,30.4,1645,9790,11435,13.4
West Virginia,Randolph County,32.6,7.25,74.78,30.4,1645,9790,11435,13.4
Alabama,Russell County,36.5,7.25,73.87,28.4,3801,23160,26961,10.9
Kansas,Russell County,31.3,7.25,73.87,28.4,3801,23160,26961,10.9
Kentucky,Russell County,32.2,7.25,73.87,28.4,3801,23160,26961,10.9
Virginia,Russell County,32,7.25,73.87,28.4,3801,23160,26961,10.9
Alabama,Shelby County,29.6,7.25,79.18,19.1,2919,20722,23641,7.1
Illinois,Shelby County,29.8,7.25,79.18,19.1,2919,20722,23641,7.1
Indiana,Shelby County,33.8,7.25,79.18,19.1,2919,20722,23641,7.1
Iowa,Shelby County,31.9,7.25,79.18,19.1,2919,20722,23641,7.1
Kentucky,Shelby County,33,7.25,79.18,19.1,2919,20722,23641,7.1
Missouri,Shelby County,31.7,7.35,79.18,19.1,2919,20722,23641,7.1
Ohio,Shelby County,32.1,7.85,79.18,19.1,2919,20722,23641,7.1
Tennessee,Shelby County,34.6,7.25,79.18,19.1,2919,20722,23641,7.1
Texas,Shelby County,33.6,7.25,79.18,19.1,2919,20722,23641,7.1
Alabama,Sumter County,40.1,7.25,74.63,23.1,2013,6965,8978,13.3
Florida,Sumter County,28.1,7.79,74.63,23.1,2013,6965,8978,13.3
Georgia,Sumter County,37.2,7.25,74.63,23.1,2013,6965,8978,13.3
South Carolina,Sumter County,35.8,7.25,74.63,23.1,2013,6965,8978,13.3
Alabama,Talladega County,38.4,7.25,74.23,27.2,5698,27741,33439,13.5
Alabama,Tallapoosa County,35.1,7.25,74.99,27.9,2777,13514,16291,13.1
Alabama,Tuscaloosa County,33.2,7.25,75.86,23.0,9723,41799,51522,9.2
Alabama,Walker County,36,7.25,72.12,28.8,2832,18832,21664,12.7
Georgia,Walker County,32,7.25,72.12,28.8,2832,18832,21664,12.7
Texas,Walker County,32.6,7.25,72.12,28.8,2832,18832,21664,12.7
Alabama,Washington County,35.9,7.25,74.82,24.6,1035,5726,6761,14.2
Arkansas,Washington County,28.6,7.25,74.82,24.6,1035,5726,6761,14.2
Colorado,Washington County,23.2,7.78,74.82,24.6,1035,5726,6761,14.2
Florida,Washington County,36.4,7.79,74.82,24.6,1035,5726,6761,14.2
Georgia,Washington County,34.7,7.25,74.82,24.6,1035,5726,6761,14.2
Idaho,Washington County,28.9,7.25,74.82,24.6,1035,5726,6761,14.2
Illinois,Washington County,32,7.25,74.82,24.6,1035,5726,6761,14.2
Indiana,Washington County,30.5,7.25,74.82,24.6,1035,5726,6761,14.2
Iowa,Washington County,30.4,7.25,74.82,24.6,1035,5726,6761,14.2
Kansas,Washington County,34.1,7.25,74.82,24.6,1035,5726,6761,14.2
Kentucky,Washington County,33.1,7.25,74.82,24.6,1035,5726,6761,14.2
Maine,Washington County,32.4,7.5,74.82,24.6,1035,5726,6761,14.2
Maryland,Washington County,31.7,7.25,74.82,24.6,1035,5726,6761,14.2
Minnesota,Washington County,24.3,7.25,74.82,24.6,1035,5726,6761,14.2
Mississippi,Washington County,40,7.25,74.82,24.6,1035,5726,6761,14.2
Missouri,Washington County,32.6,7.35,74.82,24.6,1035,5726,6761,14.2
Nebraska,Washington County,30.7,7.25,74.82,24.6,1035,5726,6761,14.2
New York,Washington County,28.3,7.25,74.82,24.6,1035,5726,6761,14.2
North Carolina,Washington County,33,7.25,74.82,24.6,1035,5726,6761,14.2
Ohio,Washington County,32.2,7.85,74.82,24.6,1035,5726,6761,14.2
Oklahoma,Washington County,30.8,7.25,74.82,24.6,1035,5726,6761,14.2
Oregon,Washington County,24.5,8.95,74.82,24.6,1035,5726,6761,14.2
Pennsylvania,Washington County,27.7,7.25,74.82,24.6,1035,5726,6761,14.2
Rhode Island,Washington County,22.6,7.75,74.82,24.6,1035,5726,6761,14.2
Tennessee,Washington County,29.3,7.25,74.82,24.6,1035,5726,6761,14.2
Texas,Washington County,28.6,7.25,74.82,24.6,1035,5726,6761,14.2
Utah,Washington County,23.8,7.25,74.82,24.6,1035,5726,6761,14.2
Vermont,Washington County,21.8,7.25,74.82,24.6,1035,5726,6761,14.2
Virginia,Washington County,29.4,7.25,74.82,24.6,1035,5726,6761,14.2
Wisconsin,Washington County,27.3,7.25,74.82,24.6,1035,5726,6761,14.2
Alabama,Wilcox County,41.6,7.25,72.41,26.0,2433,7713,10146,26.3
Georgia,Wilcox County,31,7.25,72.41,26.0,2433,7713,10146,26.3
Alabama,Winston County,35.7,7.25,74.42,28.4,1297,6624,7921,16.0
Mississippi,Winston County,35.7,7.25,74.42,28.4,1297,6624,7921,16.0
Alaska,Aleutians East Borough,32.3,7.75,82.76,27.4,25528,131293,156821,5.6
Alaska,Bethel Census Area,31.5,7.75,74.04,32.0,2167,19165,21332,14.6
Alaska,Bristol Bay Borough,31.1,7.75,76.82,30.0,1434,20410,21844,9.7
Alaska,Dillingham Census Area,31.8,7.75,74.67,34.6,1000,45940,46940,10.1
Alaska,Haines Borough,29.6,7.75,79.4,19.9,1530,13830,15360,10.6
Alaska,Kenai Peninsula Borough,27.5,7.75,78.32,23.5,738,7124,7862,10.0
Alaska,Kodiak Island Borough,30.1,7.75,79.07,23.2,140,2211,2351,7.4
Alaska,Lake and Peninsula Borough,31.5,7.75,74.67,32.4,5720,77341,83061,14.4
Alaska,Matanuska-Susitna Borough,29.8,7.75,78.02,24.3,8537,58039,66576,9.4
Alaska,Nome Census Area,35.6,7.75,72.14,39.5,4392,49727,54119,12.6
Alaska,North Slope Borough,35.6,7.75,76.42,37.5,4271,48178,52449,8.0
Alaska,Northwest Arctic Borough,29.7,7.75,74.02,43.1,126,39866,39992,13.4
Alaska,Valdez-Cordova Census Area,28.3,7.75,77.8,23.5,1137,21190,22327,9.4
Arizona,Apache County,31.8,7.8,74.19,24.2,856,6991,7847,16.4
Arizona,Cochise County,24.7,7.8,78.51,24.0,383,7106,7489,9.3
Arizona,Coconino County,23.3,7.8,79.11,20.3,461,9430,9891,9.9
Arizona,Gila County,26.3,7.8,76.33,27.0,378,10401,10779,12.5
Arizona,Graham County,33.9,7.8,77.28,21.2,489,39758,40247,12.9
Kansas,Graham County,31.7,7.25,77.28,21.2,489,39758,40247,12.9
North Carolina,Graham County,29.5,7.25,77.28,21.2,489,39758,40247,12.9
Arizona,Greenlee County,34.2,7.8,78.05,21.4,674,10597,11271,16.4
Arizona,La Paz County,31.2,7.8,80.36,28.5,372,4809,5181,10.2
Arizona,Maricopa County,22.8,7.8,79.84,19.6,64,1226,1290,9.5
Arizona,Mohave County,27.1,7.8,75.28,31.0,55,3833,3888,13.0
Arizona,Navajo County,31.7,7.8,75.76,22.6,54,3860,3914,14.7
Arizona,Pima County,24.1,7.8,79.12,20.1,45,6467,6512,9.3
Arizona,Pinal County,31.4,7.8,79.57,22.8,125,6518,6643,10.7
Arizona,Santa Cruz County,20.1,7.8,81.68,19.6,552,6668,7220,15.2
California,Santa Cruz County,20.1,8.0,81.68,19.6,552,6668,7220,15.2
Arizona,Yavapai County,23.4,7.8,78.98,24.9,250,6248,6498,10.7
Arizona,Yuma County,31.1,7.8,80.36,18.9,25004,202549,227553,25.1
Colorado,Yuma County,25.1,7.78,80.36,18.9,25004,202549,227553,25.1
Arkansas,Arkansas County,35.4,7.25,74.49,27.9,24609,177250,201859,18.6
Arkansas,Ashley County,38,7.25,74.86,27.6,49363,373551,422914,10.1
Arkansas,Baxter County,28.5,7.25,76.96,28.3,347,4495,4842,9.4
Arkansas,Benton County,27.6,7.25,79.53,21.9,198,2855,3053,6.6
Indiana,Benton County,32.8,7.25,79.53,21.9,198,2855,3053,6.6
Iowa,Benton County,29.7,7.25,79.53,21.9,198,2855,3053,6.6
Minnesota,Benton County,29.1,7.25,79.53,21.9,198,2855,3053,6.6
Mississippi,Benton County,35.8,7.25,79.53,21.9,198,2855,3053,6.6
Missouri,Benton County,34.8,7.35,79.53,21.9,198,2855,3053,6.6
Oregon,Benton County,22.4,8.95,79.53,21.9,198,2855,3053,6.6
Tennessee,Benton County,34,7.25,79.53,21.9,198,2855,3053,6.6
Washington,Benton County,32.4,9.19,79.53,21.9,198,2855,3053,6.6
Arkansas,Boone County,27.3,7.25,77.34,26.9,165,2636,2801,7.8
Illinois,Boone County,30.6,7.25,77.34,26.9,165,2636,2801,7.8
Indiana,Boone County,27.8,7.25,77.34,26.9,165,2636,2801,7.8
Iowa,Boone County,32,7.25,77.34,26.9,165,2636,2801,7.8
Kentucky,Boone County,29.8,7.25,77.34,26.9,165,2636,2801,7.8
Missouri,Boone County,25.7,7.35,77.34,26.9,165,2636,2801,7.8
Nebraska,Boone County,27.9,7.25,77.34,26.9,165,2636,2801,7.8
West Virginia,Boone County,33.5,7.25,77.34,26.9,165,2636,2801,7.8
Arkansas,Bradley County,34,7.25,74.53,28.0,16,996,1012,10.8
Tennessee,Bradley County,29.9,7.25,74.53,28.0,16,996,1012,10.8
Arkansas,Carroll County,28.7,7.25,78.09,26.2,182,2620,2802,7.3
Georgia,Carroll County,31.4,7.25,78.09,26.2,182,2620,2802,7.3
Illinois,Carroll County,30.5,7.25,78.09,26.2,182,2620,2802,7.3
Indiana,Carroll County,33.6,7.25,78.09,26.2,182,2620,2802,7.3
Iowa,Carroll County,31.7,7.25,78.09,26.2,182,2620,2802,7.3
Kentucky,Carroll County,33.6,7.25,78.09,26.2,182,2620,2802,7.3
Maryland,Carroll County,28.3,7.25,78.09,26.2,182,2620,2802,7.3
Mississippi,Carroll County,33.1,7.25,78.09,26.2,182,2620,2802,7.3
Missouri,Carroll County,31.6,7.35,78.09,26.2,182,2620,2802,7.3
New Hampshire,Carroll County,24.1,7.25,78.09,26.2,182,2620,2802,7.3
Ohio,Carroll County,28.8,7.85,78.09,26.2,182,2620,2802,7.3
Tennessee,Carroll County,35.3,7.25,78.09,26.2,182,2620,2802,7.3
Virginia,Carroll County,31,7.25,78.09,26.2,182,2620,2802,7.3
Arkansas,Chicot County,36.8,7.25,73.52,26.5,617,28194,28811,12.3
Arkansas,Clark County,32.6,7.25,75.92,24.1,657,26038,26695,8.6
Idaho,Clark County,29,7.25,75.92,24.1,657,26038,26695,8.6
Illinois,Clark County,31.1,7.25,75.92,24.1,657,26038,26695,8.6
Indiana,Clark County,31.8,7.25,75.92,24.1,657,26038,26695,8.6
Kansas,Clark County,31.9,7.25,75.92,24.1,657,26038,26695,8.6
Kentucky,Clark County,31.7,7.25,75.92,24.1,657,26038,26695,8.6
Missouri,Clark County,33.4,7.35,75.92,24.1,657,26038,26695,8.6
Nevada,Clark County,25.1,7.25,75.92,24.1,657,26038,26695,8.6
Ohio,Clark County,33.2,7.85,75.92,24.1,657,26038,26695,8.6
South Dakota,Clark County,32.7,7.25,75.92,24.1,657,26038,26695,8.6
Washington,Clark County,29.1,9.19,75.92,24.1,657,26038,26695,8.6
Wisconsin,Clark County,29.4,7.25,75.92,24.1,657,26038,26695,8.6
Arkansas,Cleveland County,34.9,7.25,76.17,27.3,275,7814,8089,8.4
North Carolina,Cleveland County,30.2,7.25,76.17,27.3,275,7814,8089,8.4
Oklahoma,Cleveland County,29.3,7.25,76.17,27.3,275,7814,8089,8.4
Arkansas,Columbia County,33.5,7.25,74.66,24.5,2446,26563,29009,10.0
Florida,Columbia County,34.9,7.79,74.66,24.5,2446,26563,29009,10.0
Georgia,Columbia County,26.4,7.25,74.66,24.5,2446,26563,29009,10.0
New York,Columbia County,23.9,7.25,74.66,24.5,2446,26563,29009,10.0
Oregon,Columbia County,28.2,8.95,74.66,24.5,2446,26563,29009,10.0
Pennsylvania,Columbia County,33.3,7.25,74.66,24.5,2446,26563,29009,10.0
Washington,Columbia County,32.4,9.19,74.66,24.5,2446,26563,29009,10.0
Wisconsin,Columbia County,33.3,7.25,74.66,24.5,2446,26563,29009,10.0
Arkansas,Conway County,35.7,7.25,76.19,27.5,556,18849,19405,9.7
Arkansas,Craighead County,34.1,7.25,76.08,24.9,2481,26723,29204,7.4
Arkansas,Crawford County,35.9,7.25,75.97,27.8,428,5834,6262,8.2
Georgia,Crawford County,30.7,7.25,75.97,27.8,428,5834,6262,8.2
Illinois,Crawford County,32.6,7.25,75.97,27.8,428,5834,6262,8.2
Indiana,Crawford County,38.4,7.25,75.97,27.8,428,5834,6262,8.2
Iowa,Crawford County,28.8,7.25,75.97,27.8,428,5834,6262,8.2
Kansas,Crawford County,35.7,7.25,75.97,27.8,428,5834,6262,8.2
Michigan,Crawford County,29.7,7.25,75.97,27.8,428,5834,6262,8.2
Missouri,Crawford County,32.3,7.35,75.97,27.8,428,5834,6262,8.2
Ohio,Crawford County,35.9,7.85,75.97,27.8,428,5834,6262,8.2
Pennsylvania,Crawford County,29.8,7.25,75.97,27.8,428,5834,6262,8.2
Wisconsin,Crawford County,29.1,7.25,75.97,27.8,428,5834,6262,8.2
Arkansas,Crittenden County,38.1,7.25,72.35,28.4,265,2964,3229,10.5
Kentucky,Crittenden County,32,7.25,72.35,28.4,265,2964,3229,10.5
Arkansas,Cross County,36.5,7.25,74.23,30.3,6493,371547,378040,8.3
Arkansas,Desha County,36.9,7.25,73.94,26.4,11712,692427,704139,11.1
Arkansas,Drew County,32.3,7.25,75.94,24.0,452,6717,7169,10.9
Arkansas,Faulkner County,29.4,7.25,77.31,23.1,363,7218,7581,7.2
Arkansas,Fulton County,31.1,7.25,76.41,29.3,165,6260,6425,7.8
Georgia,Fulton County,22.9,7.25,76.41,29.3,165,6260,6425,7.8
Illinois,Fulton County,30.3,7.25,76.41,29.3,165,6260,6425,7.8
Indiana,Fulton County,31.6,7.25,76.41,29.3,165,6260,6425,7.8
Kentucky,Fulton County,35.8,7.25,76.41,29.3,165,6260,6425,7.8
New York,Fulton County,28.3,7.25,76.41,29.3,165,6260,6425,7.8
Ohio,Fulton County,30.3,7.85,76.41,29.3,165,6260,6425,7.8
Pennsylvania,Fulton County,30.8,7.25,76.41,29.3,165,6260,6425,7.8
Arkansas,Garland County,28.3,7.25,75.81,29.9,93,4286,4379,8.5
Arkansas,Grant County,36.1,7.25,76.08,28.7,98,4227,4325,7.1
Indiana,Grant County,31.7,7.25,76.08,28.7,98,4227,4325,7.1
Kansas,Grant County,33.5,7.25,76.08,28.7,98,4227,4325,7.1
Kentucky,Grant County,35,7.25,76.08,28.7,98,4227,4325,7.1
Minnesota,Grant County,27.2,7.25,76.08,28.7,98,4227,4325,7.1
Nebraska,Grant County,28.4,7.25,76.08,28.7,98,4227,4325,7.1
New Mexico,Grant County,23.7,7.5,76.08,28.7,98,4227,4325,7.1
North Dakota,Grant County,36,7.25,76.08,28.7,98,4227,4325,7.1
Oklahoma,Grant County,34.6,7.25,76.08,28.7,98,4227,4325,7.1
Oregon,Grant County,24.3,8.95,76.08,28.7,98,4227,4325,7.1
South Dakota,Grant County,34.4,7.25,76.08,28.7,98,4227,4325,7.1
Washington,Grant County,32.8,9.19,76.08,28.7,98,4227,4325,7.1
West Virginia,Grant County,33.4,7.25,76.08,28.7,98,4227,4325,7.1
Wisconsin,Grant County,26.6,7.25,76.08,28.7,98,4227,4325,7.1
Arkansas,Hempstead County,36.3,7.25,75.18,26.7,217,3775,3992,9.3
Arkansas,Hot Spring County,33.4,7.25,75.81,30.7,1196,29397,30593,8.6
Arkansas,Howard County,35.7,7.25,74.94,29.1,109,4060,4169,7.8
Indiana,Howard County,37.8,7.25,74.94,29.1,109,4060,4169,7.8
Iowa,Howard County,29.8,7.25,74.94,29.1,109,4060,4169,7.8
Maryland,Howard County,24.6,7.25,74.94,29.1,109,4060,4169,7.8
Missouri,Howard County,31.6,7.35,74.94,29.1,109,4060,4169,7.8
Nebraska,Howard County,31.5,7.25,74.94,29.1,109,4060,4169,7.8
Texas,Howard County,32.3,7.25,74.94,29.1,109,4060,4169,7.8
Arkansas,Independence County,29.8,7.25,75.96,26.9,646,7509,8155,8.8
Arkansas,Izard County,30.3,7.25,76.2,28.7,49,2284,2333,10.1
Arkansas,Johnson County,34.9,7.25,76.54,27.6,481,5578,6059,8.2
Georgia,Johnson County,32.5,7.25,76.54,27.6,481,5578,6059,8.2
Illinois,Johnson County,28.9,7.25,76.54,27.6,481,5578,6059,8.2
Indiana,Johnson County,29.1,7.25,76.54,27.6,481,5578,6059,8.2
Iowa,Johnson County,24,7.25,76.54,27.6,481,5578,6059,8.2
Kansas,Johnson County,23.2,7.25,76.54,27.6,481,5578,6059,8.2
Kentucky,Johnson County,40.2,7.25,76.54,27.6,481,5578,6059,8.2
Missouri,Johnson County,32.5,7.35,76.54,27.6,481,5578,6059,8.2
Nebraska,Johnson County,30,7.25,76.54,27.6,481,5578,6059,8.2
Tennessee,Johnson County,31.2,7.25,76.54,27.6,481,5578,6059,8.2
Texas,Johnson County,32.6,7.25,76.54,27.6,481,5578,6059,8.2
Wyoming,Johnson County,24,5.15,76.54,27.6,481,5578,6059,8.2
Arkansas,Lafayette County,30.9,7.25,74.22,28.8,60,2366,2426,9.9
Florida,Lafayette County,34.7,7.79,74.22,28.8,60,2366,2426,9.9
Mississippi,Lafayette County,33,7.25,74.22,28.8,60,2366,2426,9.9
Missouri,Lafayette County,31.1,7.35,74.22,28.8,60,2366,2426,9.9
Wisconsin,Lafayette County,30.3,7.25,74.22,28.8,60,2366,2426,9.9
Arkansas,Lincoln County,32.9,7.25,76.34,30.2,654,13602,14256,9.4
Colorado,Lincoln County,23.1,7.78,76.34,30.2,654,13602,14256,9.4
Georgia,Lincoln County,35.4,7.25,76.34,30.2,654,13602,14256,9.4
Idaho,Lincoln County,25.7,7.25,76.34,30.2,654,13602,14256,9.4
Kansas,Lincoln County,29.1,7.25,76.34,30.2,654,13602,14256,9.4
Kentucky,Lincoln County,37.3,7.25,76.34,30.2,654,13602,14256,9.4
Maine,Lincoln County,23.5,7.5,76.34,30.2,654,13602,14256,9.4
Minnesota,Lincoln County,27.5,7.25,76.34,30.2,654,13602,14256,9.4
Mississippi,Lincoln County,36.6,7.25,76.34,30.2,654,13602,14256,9.4
Missouri,Lincoln County,36.5,7.35,76.34,30.2,654,13602,14256,9.4
Montana,Lincoln County,26.2,7.25,76.34,30.2,654,13602,14256,9.4
Nebraska,Lincoln County,32.4,7.25,76.34,30.2,654,13602,14256,9.4
Nevada,Lincoln County,26.8,7.25,76.34,30.2,654,13602,14256,9.4
New Mexico,Lincoln County,22.9,7.5,76.34,30.2,654,13602,14256,9.4
North Carolina,Lincoln County,27.9,7.25,76.34,30.2,654,13602,14256,9.4
Oklahoma,Lincoln County,31.9,7.25,76.34,30.2,654,13602,14256,9.4
Oregon,Lincoln County,28,8.95,76.34,30.2,654,13602,14256,9.4
South Dakota,Lincoln County,27.7,7.25,76.34,30.2,654,13602,14256,9.4
Tennessee,Lincoln County,31.7,7.25,76.34,30.2,654,13602,14256,9.4
Washington,Lincoln County,31.7,9.19,76.34,30.2,654,13602,14256,9.4
West Virginia,Lincoln County,38,7.25,76.34,30.2,654,13602,14256,9.4
Wisconsin,Lincoln County,29.1,7.25,76.34,30.2,654,13602,14256,9.4
Wyoming,Lincoln County,23,5.15,76.34,30.2,654,13602,14256,9.4
Arkansas,Little River County,32.9,7.25,75.19,29.0,602,8300,8902,7.7
Arkansas,Logan County,33.2,7.25,75.74,29.8,285,10080,10365,8.6
Colorado,Logan County,23.7,7.78,75.74,29.8,285,10080,10365,8.6
Illinois,Logan County,32.5,7.25,75.74,29.8,285,10080,10365,8.6
Kansas,Logan County,32.1,7.25,75.74,29.8,285,10080,10365,8.6
Kentucky,Logan County,32.8,7.25,75.74,29.8,285,10080,10365,8.6
Nebraska,Logan County,28.8,7.25,75.74,29.8,285,10080,10365,8.6
North Dakota,Logan County,34.8,7.25,75.74,29.8,285,10080,10365,8.6
Ohio,Logan County,29.7,7.85,75.74,29.8,285,10080,10365,8.6
Oklahoma,Logan County,34.1,7.25,75.74,29.8,285,10080,10365,8.6
West Virginia,Logan County,41.2,7.25,75.74,29.8,285,10080,10365,8.6
Arkansas,Lonoke County,31.2,7.25,75.92,25.5,174,4700,4874,6.8
Arkansas,Miller County,33.6,7.25,75.75,31.4,257,16517,16774,5.8
Georgia,Miller County,31.6,7.25,75.75,31.4,257,16517,16774,5.8
Missouri,Miller County,34.9,7.35,75.75,31.4,257,16517,16774,5.8
Arkansas,Mississippi County,39.1,7.25,72.44,29.9,586,9405,9991,12.5
Missouri,Mississippi County,33.6,7.35,72.44,29.9,586,9405,9991,12.5
Arkansas,Nevada County,34.4,7.25,74.92,27.8,294,8260,8554,10.0
California,Nevada County,18.5,8.0,74.92,27.8,294,8260,8554,10.0
Arkansas,Newton County,36.3,7.25,77.54,26.7,309,5426,5735,6.9
Georgia,Newton County,31.7,7.25,77.54,26.7,309,5426,5735,6.9
Indiana,Newton County,34.1,7.25,77.54,26.7,309,5426,5735,6.9
Mississippi,Newton County,31.7,7.25,77.54,26.7,309,5426,5735,6.9
Missouri,Newton County,32.2,7.35,77.54,26.7,309,5426,5735,6.9
Texas,Newton County,32.3,7.25,77.54,26.7,309,5426,5735,6.9
Arkansas,Ouachita County,39.8,7.25,73.53,26.9,304,8045,8349,9.6
Arkansas,Phillips County,38,7.25,71.29,28.9,135,6868,7003,10.5
Colorado,Phillips County,22.6,7.78,71.29,28.9,135,6868,7003,10.5
Kansas,Phillips County,31.5,7.25,71.29,28.9,135,6868,7003,10.5
Montana,Phillips County,26.6,7.25,71.29,28.9,135,6868,7003,10.5
Arkansas,Poinsett County,35.7,7.25,72.58,32.6,108,7013,7121,9.3
Arkansas,Polk County,33.1,7.25,75.77,28.7,123,4179,4302,7.5
Florida,Polk County,32.1,7.79,75.77,28.7,123,4179,4302,7.5
Georgia,Polk County,26.4,7.25,75.77,28.7,123,4179,4302,7.5
Iowa,Polk County,28.2,7.25,75.77,28.7,123,4179,4302,7.5
Minnesota,Polk County,30,7.25,75.77,28.7,123,4179,4302,7.5
Missouri,Polk County,34,7.35,75.77,28.7,123,4179,4302,7.5
Nebraska,Polk County,33,7.25,75.77,28.7,123,4179,4302,7.5
North Carolina,Polk County,23,7.25,75.77,28.7,123,4179,4302,7.5
Oregon,Polk County,30.5,8.95,75.77,28.7,123,4179,4302,7.5
Tennessee,Polk County,31.5,7.25,75.77,28.7,123,4179,4302,7.5
Texas,Polk County,34.2,7.25,75.77,28.7,123,4179,4302,7.5
Wisconsin,Polk County,32,7.25,75.77,28.7,123,4179,4302,7.5
Arkansas,Pope County,35.2,7.25,76.9,24.7,3208,35031,38239,7.8
Illinois,Pope County,30.7,7.25,76.9,24.7,3208,35031,38239,7.8
Minnesota,Pope County,28.1,7.25,76.9,24.7,3208,35031,38239,7.8
Arkansas,Prairie County,32.8,7.25,76.2,26.7,1731,18763,20494,9.2
Montana,Prairie County,26.9,7.25,76.2,26.7,1731,18763,20494,9.2
Arkansas,Pulaski County,33.1,7.25,76.31,23.6,2453,61601,64054,7.3
Georgia,Pulaski County,30.7,7.25,76.31,23.6,2453,61601,64054,7.3
Illinois,Pulaski County,33.3,7.25,76.31,23.6,2453,61601,64054,7.3
Indiana,Pulaski County,34.5,7.25,76.31,23.6,2453,61601,64054,7.3
Kentucky,Pulaski County,31.5,7.25,76.31,23.6,2453,61601,64054,7.3
Missouri,Pulaski County,34.4,7.35,76.31,23.6,2453,61601,64054,7.3
Virginia,Pulaski County,27.4,7.25,76.31,23.6,2453,61601,64054,7.3
Arkansas,Saline County,31.5,7.25,78.1,26.6,777,45563,46340,6.7
Illinois,Saline County,30.4,7.25,78.1,26.6,777,45563,46340,6.7
Kansas,Saline County,31.9,7.25,78.1,26.6,777,45563,46340,6.7
